nohup: ignoring input
2018-04-09 09:29:22.952820: I tensorflow/core/platform/cpu_feature_guard.cc:140] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
Filling queue with 20000 CIFAR images before starting to train. This will take a few minutes.
2018-04-09 09:29:29.338564: step 0, loss = 4.66 (197.5 examples/sec; 0.648 sec/batch)
2018-04-09 14:50:06.997157: step 18970, loss = 2830847036096512.00 (123.0 examples/sec; 1.040 sec/batch)
2018-04-09 14:50:17.345519: step 18980, loss = 2808286109761536.00 (123.7 examples/sec; 1.035 sec/batch)
2018-04-09 14:50:27.658559: step 18990, loss = 2785904766746624.00 (124.1 examples/sec; 1.031 sec/batch)
2018-04-09 14:50:38.281748: step 19000, loss = 2763702738616320.00 (120.5 examples/sec; 1.062 sec/batch)
2018-04-09 14:50:48.591874: step 19010, loss = 2741676535709696.00 (124.1 examples/sec; 1.031 sec/batch)
2018-04-09 14:50:58.963064: step 19020, loss = 2719826694897664.00 (123.4 examples/sec; 1.037 sec/batch)
2018-04-09 14:51:09.350461: step 19030, loss = 2698150263390208.00 (123.2 examples/sec; 1.039 sec/batch)
2018-04-09 14:51:19.696645: step 19040, loss = 2676646972751872.00 (123.7 examples/sec; 1.035 sec/batch)
2018-04-09 14:51:30.028530: step 19050, loss = 2655315480805376.00 (123.9 examples/sec; 1.033 sec/batch)
2018-04-09 14:51:40.371127: step 19060, loss = 2634153103196160.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 14:51:50.692160: step 19070, loss = 2613159839924224.00 (124.0 examples/sec; 1.032 sec/batch)
2018-04-09 14:52:01.052541: step 19080, loss = 2592334348812288.00 (123.5 examples/sec; 1.036 sec/batch)
2018-04-09 14:52:11.408478: step 19090, loss = 2571673945505792.00 (123.6 examples/sec; 1.036 sec/batch)
2018-04-09 14:52:22.068916: step 19100, loss = 2551178630004736.00 (120.1 examples/sec; 1.066 sec/batch)
2018-04-09 14:52:32.372044: step 19110, loss = 2530846254825472.00 (124.2 examples/sec; 1.030 sec/batch)
2018-04-09 14:52:42.682534: step 19120, loss = 2510676819968000.00 (124.1 examples/sec; 1.031 sec/batch)
2018-04-09 14:52:52.954687: step 19130, loss = 2490666835771392.00 (124.6 examples/sec; 1.027 sec/batch)
2018-04-09 14:53:03.346690: step 19140, loss = 2470817107542016.00 (123.2 examples/sec; 1.039 sec/batch)
2018-04-09 14:53:13.687665: step 19150, loss = 2451125487796224.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 14:53:23.984945: step 19160, loss = 2431591439663104.00 (124.3 examples/sec; 1.030 sec/batch)
2018-04-09 14:53:34.283396: step 19170, loss = 2412211741917184.00 (124.3 examples/sec; 1.030 sec/batch)
2018-04-09 14:53:44.609868: step 19180, loss = 2392987468300288.00 (124.0 examples/sec; 1.033 sec/batch)
2018-04-09 14:53:54.936971: step 19190, loss = 2373916471328768.00 (123.9 examples/sec; 1.033 sec/batch)
2018-04-09 14:54:05.671206: step 19200, loss = 2354997677260800.00 (119.2 examples/sec; 1.073 sec/batch)
2018-04-09 14:54:16.030676: step 19210, loss = 2336229207048192.00 (123.6 examples/sec; 1.036 sec/batch)
2018-04-09 14:54:26.354604: step 19220, loss = 2317609986949120.00 (124.0 examples/sec; 1.032 sec/batch)
2018-04-09 14:54:36.719043: step 19230, loss = 2299139480092672.00 (123.5 examples/sec; 1.036 sec/batch)
2018-04-09 14:54:47.098749: step 19240, loss = 2280816075866112.00 (123.3 examples/sec; 1.038 sec/batch)
2018-04-09 14:54:57.513627: step 19250, loss = 2262638700527616.00 (122.9 examples/sec; 1.041 sec/batch)
2018-04-09 14:55:08.019854: step 19260, loss = 2244606414553088.00 (121.8 examples/sec; 1.051 sec/batch)
2018-04-09 14:55:18.414602: step 19270, loss = 2226717338894336.00 (123.1 examples/sec; 1.039 sec/batch)
2018-04-09 14:55:28.788606: step 19280, loss = 2208971205115904.00 (123.4 examples/sec; 1.037 sec/batch)
2018-04-09 14:55:39.046353: step 19290, loss = 2191366402605056.00 (124.8 examples/sec; 1.026 sec/batch)
2018-04-09 14:55:49.639915: step 19300, loss = 2173901857619968.00 (120.8 examples/sec; 1.059 sec/batch)
2018-04-09 14:55:59.928389: step 19310, loss = 2156576362201088.00 (124.4 examples/sec; 1.029 sec/batch)
2018-04-09 14:56:10.267333: step 19320, loss = 2139389647912960.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 14:56:20.553486: step 19330, loss = 2122339030401024.00 (124.4 examples/sec; 1.029 sec/batch)
2018-04-09 14:56:30.824131: step 19340, loss = 2105424643883008.00 (124.6 examples/sec; 1.027 sec/batch)
2018-04-09 14:56:41.100123: step 19350, loss = 2088645146181632.00 (124.6 examples/sec; 1.028 sec/batch)
2018-04-09 14:56:51.397885: step 19360, loss = 2071999195119616.00 (124.3 examples/sec; 1.030 sec/batch)
2018-04-09 14:57:01.725137: step 19370, loss = 2055485716955136.00 (123.9 examples/sec; 1.033 sec/batch)
2018-04-09 14:57:12.051594: step 19380, loss = 2039104309035008.00 (124.0 examples/sec; 1.033 sec/batch)
2018-04-09 14:57:22.319516: step 19390, loss = 2022853494964224.00 (124.7 examples/sec; 1.027 sec/batch)
2018-04-09 14:57:32.923481: step 19400, loss = 2006731932565504.00 (120.7 examples/sec; 1.060 sec/batch)
2018-04-09 14:57:43.171164: step 19410, loss = 1990739084967936.00 (124.9 examples/sec; 1.025 sec/batch)
2018-04-09 14:57:53.433493: step 19420, loss = 1974873609994240.00 (124.7 examples/sec; 1.026 sec/batch)
2018-04-09 14:58:03.738510: step 19430, loss = 1959134836555776.00 (124.2 examples/sec; 1.031 sec/batch)
2018-04-09 14:58:14.067155: step 19440, loss = 1943520617168896.00 (123.9 examples/sec; 1.033 sec/batch)
2018-04-09 14:58:24.319673: step 19450, loss = 1928031757139968.00 (124.8 examples/sec; 1.025 sec/batch)
2018-04-09 14:58:34.606693: step 19460, loss = 1912665974767616.00 (124.4 examples/sec; 1.029 sec/batch)
2018-04-09 14:58:44.885472: step 19470, loss = 1897422598963200.00 (124.5 examples/sec; 1.028 sec/batch)
2018-04-09 14:58:55.228543: step 19480, loss = 1882300555984896.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 14:59:05.580819: step 19490, loss = 1867299308961792.00 (123.6 examples/sec; 1.035 sec/batch)
2018-04-09 14:59:16.207281: step 19500, loss = 1852417649934336.00 (120.5 examples/sec; 1.063 sec/batch)
2018-04-09 14:59:26.442705: step 19510, loss = 1837654505160704.00 (125.1 examples/sec; 1.024 sec/batch)
2018-04-09 14:59:36.709961: step 19520, loss = 1823008935116800.00 (124.7 examples/sec; 1.027 sec/batch)
2018-04-09 14:59:47.117574: step 19530, loss = 1808480268713984.00 (123.0 examples/sec; 1.041 sec/batch)
2018-04-09 14:59:57.379349: step 19540, loss = 1794067432210432.00 (124.7 examples/sec; 1.026 sec/batch)
2018-04-09 15:00:07.745776: step 19550, loss = 1779768949211136.00 (123.5 examples/sec; 1.037 sec/batch)
2018-04-09 15:00:18.074247: step 19560, loss = 1765584417062912.00 (123.9 examples/sec; 1.033 sec/batch)
2018-04-09 15:00:28.359332: step 19570, loss = 1751513567330304.00 (124.5 examples/sec; 1.029 sec/batch)
2018-04-09 15:00:38.665029: step 19580, loss = 1737554252529664.00 (124.2 examples/sec; 1.031 sec/batch)
2018-04-09 15:00:48.915358: step 19590, loss = 1723706606878720.00 (124.9 examples/sec; 1.025 sec/batch)
2018-04-09 15:00:59.537218: step 19600, loss = 1709969288200192.00 (120.5 examples/sec; 1.062 sec/batch)
2018-04-09 15:01:09.834645: step 19610, loss = 1696341356969984.00 (124.3 examples/sec; 1.030 sec/batch)
2018-04-09 15:01:20.123150: step 19620, loss = 1682822276317184.00 (124.4 examples/sec; 1.029 sec/batch)
2018-04-09 15:01:30.387710: step 19630, loss = 1669410972499968.00 (124.7 examples/sec; 1.026 sec/batch)
2018-04-09 15:01:40.644915: step 19640, loss = 1656106237558784.00 (124.8 examples/sec; 1.026 sec/batch)
2018-04-09 15:01:50.912594: step 19650, loss = 1642907534622720.00 (124.7 examples/sec; 1.027 sec/batch)
2018-04-09 15:02:01.266475: step 19660, loss = 1629813655732224.00 (123.6 examples/sec; 1.035 sec/batch)
2018-04-09 15:02:11.643004: step 19670, loss = 1616824869322752.00 (123.4 examples/sec; 1.038 sec/batch)
2018-04-09 15:02:21.981301: step 19680, loss = 1603939430563840.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 15:02:32.261328: step 19690, loss = 1591156399931392.00 (124.5 examples/sec; 1.028 sec/batch)
2018-04-09 15:02:42.893441: step 19700, loss = 1578475643207680.00 (120.4 examples/sec; 1.063 sec/batch)
2018-04-09 15:02:53.171180: step 19710, loss = 1565895818215424.00 (124.5 examples/sec; 1.028 sec/batch)
2018-04-09 15:03:03.487223: step 19720, loss = 1553415582777344.00 (124.1 examples/sec; 1.032 sec/batch)
2018-04-09 15:03:13.797751: step 19730, loss = 1541034802675712.00 (124.1 examples/sec; 1.031 sec/batch)
2018-04-09 15:03:24.061559: step 19740, loss = 1528754148999168.00 (124.7 examples/sec; 1.026 sec/batch)
2018-04-09 15:03:34.322673: step 19750, loss = 1516571205828608.00 (124.7 examples/sec; 1.026 sec/batch)
2018-04-09 15:03:44.635172: step 19760, loss = 1504485570510848.00 (124.1 examples/sec; 1.031 sec/batch)
2018-04-09 15:03:54.921788: step 19770, loss = 1492495095562240.00 (124.4 examples/sec; 1.029 sec/batch)
2018-04-09 15:04:05.446770: step 19780, loss = 1480599646765056.00 (121.6 examples/sec; 1.052 sec/batch)
2018-04-09 15:04:15.767229: step 19790, loss = 1468799626772480.00 (124.0 examples/sec; 1.032 sec/batch)
2018-04-09 15:04:26.344344: step 19800, loss = 1457094230278144.00 (121.0 examples/sec; 1.058 sec/batch)
2018-04-09 15:04:36.576050: step 19810, loss = 1445481175580672.00 (125.1 examples/sec; 1.023 sec/batch)
2018-04-09 15:04:46.836013: step 19820, loss = 1433961536421888.00 (124.8 examples/sec; 1.026 sec/batch)
2018-04-09 15:04:57.112428: step 19830, loss = 1422533165318144.00 (124.6 examples/sec; 1.028 sec/batch)
2018-04-09 15:05:07.437413: step 19840, loss = 1411196062269440.00 (124.0 examples/sec; 1.032 sec/batch)
2018-04-09 15:05:17.811110: step 19850, loss = 1399949287751680.00 (123.4 examples/sec; 1.037 sec/batch)
2018-04-09 15:05:28.084399: step 19860, loss = 1388792573329408.00 (124.6 examples/sec; 1.027 sec/batch)
2018-04-09 15:05:38.338359: step 19870, loss = 1377724039954432.00 (124.8 examples/sec; 1.025 sec/batch)
2018-04-09 15:05:48.628949: step 19880, loss = 1366744090279936.00 (124.4 examples/sec; 1.029 sec/batch)
2018-04-09 15:05:58.928807: step 19890, loss = 1355851516346368.00 (124.3 examples/sec; 1.030 sec/batch)
2018-04-09 15:06:09.565097: step 19900, loss = 1345045781282816.00 (120.3 examples/sec; 1.064 sec/batch)
2018-04-09 15:06:19.895081: step 19910, loss = 1334325945565184.00 (123.9 examples/sec; 1.033 sec/batch)
2018-04-09 15:06:30.169106: step 19920, loss = 1323691874975744.00 (124.6 examples/sec; 1.027 sec/batch)
2018-04-09 15:06:40.444950: step 19930, loss = 1313142495772672.00 (124.6 examples/sec; 1.028 sec/batch)
2018-04-09 15:06:50.705014: step 19940, loss = 1302677002649600.00 (124.8 examples/sec; 1.026 sec/batch)
2018-04-09 15:07:00.973393: step 19950, loss = 1292295261388800.00 (124.7 examples/sec; 1.027 sec/batch)
2018-04-09 15:07:11.380931: step 19960, loss = 1281995929812992.00 (123.0 examples/sec; 1.041 sec/batch)
2018-04-09 15:07:21.830523: step 19970, loss = 1271779007922176.00 (122.5 examples/sec; 1.045 sec/batch)
2018-04-09 15:07:32.196206: step 19980, loss = 1261643421974528.00 (123.5 examples/sec; 1.037 sec/batch)
2018-04-09 15:07:42.555632: step 19990, loss = 1251588635099136.00 (123.6 examples/sec; 1.036 sec/batch)
2018-04-09 15:07:53.193938: step 20000, loss = 1241613707771904.00 (120.3 examples/sec; 1.064 sec/batch)
2018-04-09 15:08:03.572606: step 20010, loss = 1231718505775104.00 (123.3 examples/sec; 1.038 sec/batch)
2018-04-09 15:08:13.942411: step 20020, loss = 1221902223802368.00 (123.4 examples/sec; 1.037 sec/batch)
2018-04-09 15:08:24.300614: step 20030, loss = 1212164056547328.00 (123.6 examples/sec; 1.036 sec/batch)
2018-04-09 15:08:34.630242: step 20040, loss = 1202503601356800.00 (123.9 examples/sec; 1.033 sec/batch)
2018-04-09 15:08:44.952904: step 20050, loss = 1192919918706688.00 (124.0 examples/sec; 1.032 sec/batch)
2018-04-09 15:08:55.292228: step 20060, loss = 1183412874379264.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 15:09:05.671054: step 20070, loss = 1173981394632704.00 (123.3 examples/sec; 1.038 sec/batch)
2018-04-09 15:09:16.041531: step 20080, loss = 1164624942596096.00 (123.4 examples/sec; 1.037 sec/batch)
2018-04-09 15:09:26.351015: step 20090, loss = 1155343115616256.00 (124.2 examples/sec; 1.031 sec/batch)
2018-04-09 15:09:36.972004: step 20100, loss = 1146135511040000.00 (120.5 examples/sec; 1.062 sec/batch)
2018-04-09 15:09:47.460906: step 20110, loss = 1137000920907776.00 (122.0 examples/sec; 1.049 sec/batch)
2018-04-09 15:09:57.982513: step 20120, loss = 1127939747872768.00 (121.7 examples/sec; 1.052 sec/batch)
2018-04-09 15:10:08.272888: step 20130, loss = 1118950448431104.00 (124.4 examples/sec; 1.029 sec/batch)
2018-04-09 15:10:18.578792: step 20140, loss = 1110032754147328.00 (124.2 examples/sec; 1.031 sec/batch)
2018-04-09 15:10:28.841626: step 20150, loss = 1101185993932800.00 (124.7 examples/sec; 1.026 sec/batch)
2018-04-09 15:10:39.090897: step 20160, loss = 1092409966460928.00 (124.9 examples/sec; 1.025 sec/batch)
2018-04-09 15:10:49.327164: step 20170, loss = 1083703799316480.00 (125.0 examples/sec; 1.024 sec/batch)
2018-04-09 15:10:59.611868: step 20180, loss = 1075067022737408.00 (124.5 examples/sec; 1.028 sec/batch)
2018-04-09 15:11:09.900629: step 20190, loss = 1066499234070528.00 (124.4 examples/sec; 1.029 sec/batch)
2018-04-09 15:11:20.483621: step 20200, loss = 1057999560900608.00 (120.9 examples/sec; 1.058 sec/batch)
2018-04-09 15:11:30.688859: step 20210, loss = 1049567734792192.00 (125.4 examples/sec; 1.021 sec/batch)
2018-04-09 15:11:40.923032: step 20220, loss = 1041203084656640.00 (125.1 examples/sec; 1.023 sec/batch)
2018-04-09 15:11:51.161677: step 20230, loss = 1032905006514176.00 (125.0 examples/sec; 1.024 sec/batch)
2018-04-09 15:12:01.426262: step 20240, loss = 1024673030602752.00 (124.7 examples/sec; 1.026 sec/batch)
2018-04-09 15:12:11.715877: step 20250, loss = 1016506687160320.00 (124.4 examples/sec; 1.029 sec/batch)
2018-04-09 15:12:22.035194: step 20260, loss = 1008405506424832.00 (124.0 examples/sec; 1.032 sec/batch)
2018-04-09 15:12:32.286226: step 20270, loss = 1000369018634240.00 (124.9 examples/sec; 1.025 sec/batch)
2018-04-09 15:12:42.540255: step 20280, loss = 992396284264448.00 (124.8 examples/sec; 1.025 sec/batch)
2018-04-09 15:12:52.768532: step 20290, loss = 984487169097728.00 (125.1 examples/sec; 1.023 sec/batch)
2018-04-09 15:13:03.384311: step 20300, loss = 976641136263168.00 (120.6 examples/sec; 1.062 sec/batch)
2018-04-09 15:13:13.743399: step 20310, loss = 968857648889856.00 (123.6 examples/sec; 1.036 sec/batch)
2018-04-09 15:13:24.021839: step 20320, loss = 961136035889152.00 (124.5 examples/sec; 1.028 sec/batch)
2018-04-09 15:13:34.270952: step 20330, loss = 953476095934464.00 (124.9 examples/sec; 1.025 sec/batch)
2018-04-09 15:13:44.550242: step 20340, loss = 945877426372608.00 (124.5 examples/sec; 1.028 sec/batch)
2018-04-09 15:13:54.865130: step 20350, loss = 938339020570624.00 (124.1 examples/sec; 1.031 sec/batch)
2018-04-09 15:14:05.192050: step 20360, loss = 930860878528512.00 (123.9 examples/sec; 1.033 sec/batch)
2018-04-09 15:14:15.465769: step 20370, loss = 923442262048768.00 (124.6 examples/sec; 1.027 sec/batch)
2018-04-09 15:14:25.748717: step 20380, loss = 916082768478208.00 (124.5 examples/sec; 1.028 sec/batch)
2018-04-09 15:14:35.995568: step 20390, loss = 908781793837056.00 (124.9 examples/sec; 1.025 sec/batch)
2018-04-09 15:14:46.551455: step 20400, loss = 901539136798720.00 (121.3 examples/sec; 1.056 sec/batch)
2018-04-09 15:14:56.799263: step 20410, loss = 894354126274560.00 (124.9 examples/sec; 1.025 sec/batch)
2018-04-09 15:15:07.122626: step 20420, loss = 887226560937984.00 (124.0 examples/sec; 1.032 sec/batch)
2018-04-09 15:15:17.425290: step 20430, loss = 880155568373760.00 (124.2 examples/sec; 1.030 sec/batch)
2018-04-09 15:15:27.776391: step 20440, loss = 873141215690752.00 (123.7 examples/sec; 1.035 sec/batch)
2018-04-09 15:15:38.109946: step 20450, loss = 866182496256000.00 (123.9 examples/sec; 1.033 sec/batch)
2018-04-09 15:15:48.381743: step 20460, loss = 859279275851776.00 (124.6 examples/sec; 1.027 sec/batch)
2018-04-09 15:15:58.655524: step 20470, loss = 852430816280576.00 (124.6 examples/sec; 1.027 sec/batch)
2018-04-09 15:16:08.974561: step 20480, loss = 845637117542400.00 (124.0 examples/sec; 1.032 sec/batch)
2018-04-09 15:16:19.356778: step 20490, loss = 838897709875200.00 (123.3 examples/sec; 1.038 sec/batch)
2018-04-09 15:16:29.998965: step 20500, loss = 832211989299200.00 (120.3 examples/sec; 1.064 sec/batch)
2018-04-09 15:16:40.315694: step 20510, loss = 825579418943488.00 (124.1 examples/sec; 1.032 sec/batch)
2018-04-09 15:16:50.595803: step 20520, loss = 818999998808064.00 (124.5 examples/sec; 1.028 sec/batch)
2018-04-09 15:17:00.911702: step 20530, loss = 812472856477696.00 (124.1 examples/sec; 1.032 sec/batch)
2018-04-09 15:17:11.210830: step 20540, loss = 805997455081472.00 (124.3 examples/sec; 1.030 sec/batch)
2018-04-09 15:17:21.593166: step 20550, loss = 799573928837120.00 (123.3 examples/sec; 1.038 sec/batch)
2018-04-09 15:17:31.893425: step 20560, loss = 793201673764864.00 (124.3 examples/sec; 1.030 sec/batch)
2018-04-09 15:17:42.172164: step 20570, loss = 786880220102656.00 (124.5 examples/sec; 1.028 sec/batch)
2018-04-09 15:17:52.510438: step 20580, loss = 780609165197312.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 15:18:02.847575: step 20590, loss = 774387770851328.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 15:18:13.481738: step 20600, loss = 768216305500160.00 (120.4 examples/sec; 1.063 sec/batch)
2018-04-09 15:18:23.755362: step 20610, loss = 762093829619712.00 (124.6 examples/sec; 1.027 sec/batch)
2018-04-09 15:18:34.028692: step 20620, loss = 756020276101120.00 (124.6 examples/sec; 1.027 sec/batch)
2018-04-09 15:18:44.290274: step 20630, loss = 749995040964608.00 (124.7 examples/sec; 1.026 sec/batch)
2018-04-09 15:18:54.565730: step 20640, loss = 744017922883584.00 (124.6 examples/sec; 1.028 sec/batch)
2018-04-09 15:19:04.904753: step 20650, loss = 738088317878272.00 (123.8 examples/sec; 1.034 sec/batch)
2018-04-09 15:19:15.233535: step 20660, loss = 732205957513216.00 (123.9 examples/sec; 1.033 sec/batch)
2018-04-09 15:19:25.513067: step 20670, loss = 726370506244096.00 (124.5 examples/sec; 1.028 sec/batch)
2018-04-09 15:19:35.910354: step 20680, loss = 720581561417728.00 (123.1 examples/sec; 1.040 sec/batch)
2018-04-09 15:19:46.448689: step 20690, loss = 714838720380928.00 (121.5 examples/sec; 1.054 sec/batch)
2018-04-09 15:19:57.013154: step 20700, loss = 709141647589376.00 (121.2 examples/sec; 1.056 sec/batch)
2018-04-09 15:20:07.346976: step 20710, loss = 703490074607616.00 (123.9 examples/sec; 1.033 sec/batch)
2018-04-09 15:20:17.736299: step 20720, loss = 697883464564736.00 (123.2 examples/sec; 1.039 sec/batch)
2018-04-09 15:20:28.068903: step 20730, loss = 692321549025280.00 (123.9 examples/sec; 1.033 sec/batch)
2018-04-09 15:20:38.353409: step 20740, loss = 686804126662656.00 (124.5 examples/sec; 1.028 sec/batch)
2018-04-09 15:20:48.627823: step 20750, loss = 681330392170496.00 (124.6 examples/sec; 1.027 sec/batch)
2018-04-09 15:20:58.938870: step 20760, loss = 675900479766528.00 (124.1 examples/sec; 1.031 sec/batch)
2018-04-09 15:21:09.259339: step 20770, loss = 670513718362112.00 (124.0 examples/sec; 1.032 sec/batch)
2018-04-09 15:21:19.584233: step 20780, loss = 665169973739520.00 (124.0 examples/sec; 1.032 sec/batch)
2018-04-09 15:21:29.872775: step 20790, loss = 659868776136704.00 (124.4 examples/sec; 1.029 sec/batch)
2018-04-09 15:21:40.447585: step 20800, loss = 654609857118208.00 (121.0 examples/sec; 1.057 sec/batch)
2018-04-09 15:21:50.672523: step 20810, loss = 649392881139712.00 (125.2 examples/sec; 1.022 sec/batch)
2018-04-09 15:22:00.930219: step 20820, loss = 644217445548032.00 (124.8 examples/sec; 1.026 sec/batch)
2018-04-09 15:22:11.236108: step 20830, loss = 639083147689984.00 (124.2 examples/sec; 1.031 sec/batch)
